"","m","impact.wave1","events.wave1","ee_concerns.wave1","country","impact.wave2","energy_price","percent_energy","gas_price","percent_gas","ee_concerns.wave2","events.wave2","n","ee_concerns.diff","impact.diff"
"783",229677069754516,4,11,4,"Germany",3,2,100,2,90,1,11,1,3,1
"784",229677069754519,3,3489,4,"Germany",3,4,20,4,50,2,3202148922,1,2,0
"785",229677069755544,3,348,5,"Germany",2,2,80,2,60,5,2021489,1,0,1
"786",229677069755550,3,3456,5,"Germany",3,2,20,2,20,4,320482210,1,1,0
"787",229677069755553,3,8,4,"Germany",3,3,NA,3,NA,4,822,1,0,0
"788",229677069755556,2,349,5,"Germany",3,2,15,3,NA,6,3204,1,-1,-1
"789",229677069755561,3,48,6,"Germany",2,4,5,4,5,3,204822,1,3,1
"790",229677069756589,3,348,4,"Germany",3,3,NA,3,NA,4,38922,1,0,0
"791",229677069756595,5,4,6,"Germany",2,2,50,2,100,6,204,1,0,3
"792",229677069756606,3,34,3,"Germany",4,2,10,2,10,3,3202148,1,0,-1
"793",229677069756609,4,489,5,"Germany",3,2,25,2,20,6,422,1,-1,1
"794",229677069757635,4,8,4,"Germany",3,3,NA,2,30,5,3202122,1,-1,1
"795",229677069757642,4,34,3,"Germany",3,2,15,2,20,5,32148,1,-2,1
"796",229677069757645,3,48,5,"Germany",3,2,30,2,100,6,214,1,-1,0
"797",229677069757653,3,4,5,"Germany",3,2,45,2,35,4,20214822,1,1,0
"798",229677069757654,2,48,5,"Germany",3,2,20,2,30,5,2148,1,0,-1
"799",229677069760760,3,34,4,"Germany",3,3,NA,3,NA,4,20,1,0,0
"800",229677069760763,2,348,5,"Germany",3,2,10,2,10,6,1204822,1,-1,-1
"801",229677069762575,2,48,6,"Germany",1,2,10,3,NA,6,2048,1,0,1
"802",229677069762577,4,389,5,"Germany",4,2,10,2,20,6,214,1,-1,0
"803",229677069763602,3,38,5,"Germany",3,3,NA,4,15,5,38922,1,0,0
"804",229677069763603,3,48,5,"Germany",3,2,20,2,10,4,214,1,1,0
"805",229677069765683,2,89,6,"Germany",2,4,20,4,12,6,2148922,1,0,0
"806",229677069765686,2,8,6,"Germany",2,2,40,2,30,4,3422,1,2,0
"807",229677069767759,3,34,6,"Germany",3,3,NA,3,NA,6,3214,1,0,0
"808",229677069768795,3,48,3,"Germany",4,2,20,4,10,3,20422,1,0,-1
"809",229677069769846,3,11,6,"Germany",3,2,35,3,NA,6,202148922,1,0,0
"810",229677069770882,3,349,6,"Germany",3,2,25,3,NA,5,320218922,1,1,0
"811",229677069770883,3,4,4,"Germany",3,3,NA,3,NA,4,2122,1,0,0
"812",229677069770890,3,4,6,"Germany",4,2,10,2,30,6,204,1,0,-1
"813",229677069772955,3,8,3,"Germany",4,2,20,2,30,5,8,1,-2,-1
"814",229677069772958,2,3489,6,"Germany",2,3,NA,4,8,6,202148922,1,0,0
"815",229677069775045,2,34,5,"Germany",3,2,50,2,50,3,3202148,1,2,-1
"816",229677069775046,3,34,5,"Germany",3,3,NA,3,NA,6,3202148,1,-1,0
"817",229677069777112,3,348,6,"Germany",3,2,3,2,3,5,2202122,1,1,0
"818",229677069777113,3,34,6,"Germany",5,2,50,2,20,5,34,1,1,-2
"819",229677069777128,2,34,6,"Germany",4,4,20,2,20,6,320214,1,0,-2
"820",229677069778159,4,8,4,"Germany",4,2,20,2,20,5,2021,1,-1,0
"821",229677069779187,3,4,5,"Germany",3,2,25,3,NA,5,204,1,0,0
"822",229677069780221,3,25,3,"Germany",3,3,NA,3,NA,3,2206,1,0,0
"823",229677069783094,2,148,6,"Germany",2,2,80,2,60,6,34922,1,0,0
"824",229677069783097,3,348,5,"Germany",3,2,25,2,25,4,1348,1,1,0
"825",229677069783098,3,348,6,"Germany",2,4,33,4,50,6,8922,1,0,1
"826",229677069783101,3,349,5,"Germany",3,2,40,2,80,4,3214822,1,1,0
"827",229677069786216,3,3,3,"Germany",3,3,NA,3,NA,4,3202148,1,-1,0
"828",229677069786223,3,489,4,"Germany",3,2,25,4,10,3,202148922,1,1,0
"829",229677069787271,3,4,3,"Germany",3,2,20,4,50,5,32048,1,-2,0
"830",229677069789327,3,348,6,"Germany",3,3,NA,2,70,3,3202148922,1,3,0
"831",229677069790363,3,45689,6,"Germany",1,2,50,2,30,6,202148922,1,0,2
"832",229677069796587,2,1489,6,"Germany",2,2,25,2,35,4,3202148922,1,2,0
"833",229677069801542,3,4,5,"Germany",3,3,NA,4,20,5,2048,1,0,0
"834",229677069801550,5,489,6,"Germany",2,2,6,2,4,5,3202148,1,1,3
"835",229677069804668,2,349,5,"Germany",2,3,NA,2,5,5,2149,1,0,0
"836",229677069806763,4,3489,3,"Germany",4,2,40,2,40,3,20,1,0,0
"837",229677069807795,3,34,3,"Germany",3,2,20,2,10,4,11,1,-1,0
"838",229677069834245,3,48,6,"Germany",2,4,20,4,10,6,22,1,0,1
"839",229678093097023,4,11,4,"Switzerland",4,2,5,2,6,5,38,1,-1,0
"840",229678093098051,3,4,5,"Switzerland",3,2,100,2,50,4,489,1,1,0
"841",229678093101130,2,4,4,"Switzerland",3,2,10,3,NA,2,4822,1,2,-1
"842",229678093101132,4,4,1,"Switzerland",5,3,NA,3,NA,1,11,1,0,-1
"843",229678093101134,3,8,3,"Switzerland",5,3,NA,2,20,2,8,1,1,-2
"844",229678093102160,3,348,4,"Switzerland",3,2,15,3,NA,5,422,1,-1,0
"845",229678093104221,3,38,4,"Switzerland",2,3,NA,2,10,4,8,1,0,1
"846",229678093105251,3,48,5,"Switzerland",3,2,20,2,20,4,4822,1,1,0
"847",229678093111417,3,8,5,"Switzerland",2,2,3,2,5,5,4822,1,0,1
"848",229678093112449,3,9,3,"Switzerland",3,2,20,2,65,3,89,1,0,0
"849",229678093114502,3,8,6,"Switzerland",3,2,10,2,8,5,8,1,1,0
"850",229678093115531,3,8,3,"Switzerland",3,2,5,2,5,4,4822,1,-1,0
"851",229678093128888,1,489,6,"Switzerland",3,2,5,2,5,6,48,1,0,-2
"852",229678093130942,3,4,6,"Switzerland",2,2,100,3,NA,5,4,1,1,1
"853",229678093131973,2,48,6,"Switzerland",3,3,NA,2,5,6,822,1,0,-1
"854",229678093138135,3,1,5,"Switzerland",3,2,3,2,15,4,48,1,1,0
"855",229678093141220,3,348,4,"Switzerland",3,2,25,2,15,4,34810,1,0,0
"856",229678093154327,3,489,5,"Switzerland",3,2,7,3,NA,3,8922,1,2,0
"857",229678093158445,3,11,3,"Switzerland",4,3,NA,3,NA,4,11,1,-1,-1
"858",229678093160510,3,11,4,"Switzerland",4,2,3,2,3,4,8,1,0,-1
"859",229678093162569,2,4,5,"Switzerland",2,2,20,2,5,5,4822,1,0,0
"860",229678093163595,1,3489,6,"Switzerland",2,4,0,2,25,6,348922,1,0,-1
"861",229678093165654,2,4,1,"Switzerland",4,3,NA,3,NA,1,22,1,0,-2
"862",229678093166682,3,134,5,"Switzerland",3,2,10,2,7,3,822,1,2,0
"863",229678093170791,4,148,5,"Switzerland",4,2,15,2,20,4,4822,1,1,0
"864",229678093170793,3,348,3,"Switzerland",3,2,15,2,15,3,8910,1,0,0
"865",229678093174908,4,34,4,"Switzerland",5,2,30,2,50,4,411,1,0,-1
"866",229678093176971,4,4,3,"Switzerland",3,2,60,2,20,5,82210,1,-2,1
"867",229678093184174,4,8,4,"Switzerland",4,4,5,3,NA,2,8,1,2,0
"868",229678093185199,3,34,5,"Switzerland",3,2,2,2,5,5,48,1,0,0
"869",229678093191369,4,14,5,"Switzerland",4,2,50,2,15,5,4,1,0,0
"870",229678093198559,3,34,6,"Switzerland",3,2,10,2,10,5,4822,1,1,0
"871",229678093210632,3,348,6,"Switzerland",2,2,10,2,10,6,1422,1,0,1
"872",229678093212684,3,48,4,"Switzerland",3,2,40,2,60,3,8,1,1,0
"873",229678093212685,3,3489,3,"Switzerland",3,2,30,3,NA,4,489,1,-1,0
"874",229678093213710,3,8,5,"Switzerland",3,3,NA,2,10,5,48,1,0,0
"875",229678093213711,4,11,5,"Switzerland",4,3,NA,3,NA,3,11,1,2,0
"876",229678093228064,4,4,4,"Switzerland",4,3,NA,3,NA,3,822,1,1,0
"877",229678093236281,4,48,3,"Switzerland",3,2,13,2,6,4,4822,1,-1,1
"878",229678093243470,3,3489,5,"Switzerland",4,2,15,2,10,5,49,1,0,-1
"879",229678093252715,4,8,2,"Switzerland",4,2,5,3,NA,4,822,1,-2,0
"880",229678093254769,6,34,5,"Switzerland",3,3,NA,3,NA,5,22,1,0,3
"881",229678093256821,1,348,6,"Switzerland",1,3,NA,2,15,6,34,1,0,0
"882",229678093257846,2,89,4,"Switzerland",3,3,NA,3,NA,4,8922,1,0,-1
"883",229678093258872,1,4,6,"Switzerland",1,2,100,2,100,6,4,1,0,0
"884",229678093260930,3,48,5,"Switzerland",3,2,5,2,8,4,4822,1,1,0
"885",229678093261955,3,468,6,"Switzerland",3,2,30,2,30,6,48922,1,0,0
"886",229678093262980,3,4,5,"Switzerland",4,2,30,2,20,6,422,1,-1,-1
"887",229678093268122,2,48,6,"Switzerland",3,2,25,2,15,6,4922,1,0,-1
"888",229678093270175,3,34,5,"Switzerland",3,2,3,2,2,4,348,1,1,0
"889",229678093270176,1,48,4,"Switzerland",1,2,25,2,45,6,4822,1,-2,0
"890",229678093275314,4,48,6,"Switzerland",4,2,20,3,NA,5,4822,1,1,0
"891",229678093284551,3,11,5,"Switzerland",3,3,NA,3,NA,5,11,1,0,0
"892",229678093294826,2,11,4,"Switzerland",3,2,35,2,50,5,4,1,-1,-1
"893",229678093298939,5,348,4,"Switzerland",4,2,10,2,5,5,34822,1,-1,1
"894",229678093302790,3,8,4,"Switzerland",2,2,20,2,20,5,48,1,-1,1
"895",229678093305871,4,1,4,"Switzerland",4,2,30,2,20,4,3,1,0,0
"896",229678093311007,4,11,4,"Switzerland",4,3,NA,3,NA,3,1611,1,1,0
"897",229678093312036,2,4,3,"Switzerland",3,2,18,2,25,4,4,1,-1,-1
"898",229678093313064,3,8,4,"Switzerland",2,2,10,3,NA,6,8922,1,-2,1
"899",229678093321286,4,4,5,"Switzerland",3,2,100,2,10,4,4,1,1,1
"900",229678093326426,3,48,5,"Switzerland",3,3,NA,2,10,4,8,1,1,0
"901",229678093331563,3,34689,3,"Switzerland",4,2,30,2,20,5,4,1,-2,-1
"902",229678093333617,2,469,6,"Switzerland",4,2,15,2,15,5,922,1,1,-2
"903",229678093336703,2,8,4,"Switzerland",3,3,NA,3,NA,4,11,1,0,-1
"904",229678093339800,1,34,5,"Switzerland",3,2,10,2,10,5,8,1,0,-2
"905",229678093345967,3,4,5,"Switzerland",4,3,NA,3,NA,5,34,1,0,-1
"906",229678093350079,3,8,5,"Switzerland",3,2,4,2,100,5,489,1,0,0
"907",229678093358306,2,11,1,"Switzerland",5,2,13,2,40,6,11,1,-5,-3
"908",229678093372428,2,348,6,"Switzerland",2,2,45,3,NA,2,348922,1,4,0
"909",229678093374484,4,48,4,"Switzerland",3,2,20,3,NA,4,48,1,0,1
"910",229678093381676,1,11,6,"Switzerland",1,2,40,2,40,6,48,1,0,0
"911",229678093381679,2,48,5,"Switzerland",3,2,6,4,1,5,4822,1,0,-1
"912",229678093384755,3,4,3,"Switzerland",3,2,3,3,NA,3,422,1,0,0
"913",229678093386810,3,48,4,"Switzerland",3,2,30,3,NA,3,48,1,1,0
"914",229678093397101,6,11,1,"Switzerland",3,2,40,2,40,2,34,1,-1,3
"915",229678093404309,2,4,4,"Switzerland",3,2,20,3,NA,5,4,1,-1,-1
"916",229678093404311,4,8,4,"Switzerland",4,2,5,2,15,3,48,1,1,0
"917",229678093412574,1,4,6,"Switzerland",1,2,35,2,45,6,11,1,0,0
"918",229678093413606,1,4,5,"Switzerland",1,2,10,2,25,4,4,1,1,0
"919",229678093414635,2,489,5,"Switzerland",2,2,26,2,30,6,4822,1,-1,0
"920",229678093414638,3,4568,3,"Switzerland",3,2,30,2,20,6,34,1,-3,0
"921",229678093415665,4,3468,5,"Switzerland",4,2,22,2,18,6,348,1,-1,0
"922",229678093419533,3,4,4,"Switzerland",3,2,25,2,15,5,4,1,-1,0
"923",229678093424687,6,349,6,"Switzerland",2,2,15,2,10,5,34922,1,1,4
"924",229678093426755,2,89,4,"Switzerland",5,2,70,2,70,5,1356,1,-1,-3
"925",229678093429864,2,348,6,"Switzerland",4,2,60,2,50,5,46,1,1,-2
"926",229678093430898,3,4,5,"Switzerland",3,2,10,2,12,5,48,1,0,0
"927",229678093431930,4,34,6,"Switzerland",3,2,25,2,100,5,822,1,1,1
"928",229678093431933,2,348,2,"Switzerland",2,2,10,2,15,5,34822,1,-3,0
"929",229678093435043,3,3489,4,"Switzerland",3,2,10,2,10,4,34822,1,0,0
"930",229678093437108,2,49,5,"Switzerland",2,2,15,2,10,5,48,1,0,0
"931",229678093438137,1,49,6,"Switzerland",1,2,40,2,35,6,4822,1,0,0
"932",229678093438143,4,34,3,"Switzerland",2,2,20,2,10,4,48,1,-1,2
"933",229678093439181,4,89,4,"Switzerland",4,2,20,3,NA,4,4,1,0,0
"934",229678093439184,5,389,6,"Switzerland",5,4,50,4,60,5,2589,1,1,0
"935",229678093439186,4,134,4,"Switzerland",4,2,25,2,20,3,11,1,1,0
"936",229678093439187,4,48,2,"Switzerland",4,2,10,2,70,4,8,1,-2,0
"937",229678093440221,3,348,5,"Switzerland",4,2,30,2,5,5,34822,1,0,-1
"938",229678093440224,2,48,5,"Switzerland",2,2,20,2,20,5,48,1,0,0
"939",229678093441262,1,346,6,"Switzerland",1,2,6,2,6,5,34,1,1,0
"940",229678093441266,2,11,6,"Germany",3,2,7,2,7,3,148,1,3,-1
"941",229758201742380,3,11,6,"Germany",3,2,5,2,5,5,34,1,1,0
"942",229758201767112,3,348,5,"Germany",3,2,25,2,15,4,320214822,1,1,0
"943",229758453882067,4,48,6,"Switzerland",4,2,15,2,20,5,482210,1,1,0
"944",229758453883093,3,348,5,"Switzerland",3,2,15,2,30,5,822,1,0,0
"945",229758453888227,2,348,5,"Switzerland",2,2,32,2,27,5,48,1,0,0
"946",229758453932074,3,345689,5,"Switzerland",3,2,7,3,NA,4,48922,1,1,0
"947",229758453977189,3,389,5,"Switzerland",2,3,NA,4,33,4,3489,1,1,1
"948",229758454052046,3,34,2,"Switzerland",4,3,NA,3,NA,3,34,1,-1,-1
"949",229758454062299,1,345,6,"Switzerland",1,2,10,2,30,6,4822,1,0,0
"950",229758454067427,3,348,4,"Switzerland",2,2,2,3,NA,6,11,1,-2,1
"951",229758454074603,3,348,4,"Switzerland",3,3,NA,3,NA,5,4822,1,-1,0
"952",229758454114352,1,46,5,"Switzerland",1,3,NA,2,5,5,11,1,0,0
"953",229758454128733,4,1346,5,"Switzerland",4,3,NA,3,NA,3,89,1,2,0
"954",229758454221926,2,348,5,"Switzerland",2,2,30,2,30,6,422,1,-1,0
"955",229758454227061,3,348,3,"Switzerland",4,2,20,2,15,3,3422,1,0,-1
"956",229758454228087,3,348,6,"Switzerland",4,2,10,2,50,5,348,1,1,-1
"957",229758454231173,1,348,5,"Switzerland",1,2,25,2,25,6,48,1,-1,0
"958",229758454235278,3,38,5,"Switzerland",3,2,10,2,45,5,348922,1,0,0
"959",229758454236304,2,48,5,"Switzerland",2,2,17,2,35,5,34822,1,0,0
"960",229855351959799,2,4,6,"Germany",1,2,20,2,20,6,4,1,0,1
"961",229855351994462,3,89,6,"Germany",4,4,30,3,NA,4,208,1,2,-1
"962",229855351994463,2,3489,6,"Germany",3,2,15,2,15,4,3202148922,1,2,-1
"963",229855351995491,2,348,6,"Germany",3,2,20,2,20,6,34822,1,0,-1
"964",229855351995492,3,349,4,"Germany",2,2,30,4,20,5,3204,1,-1,1
"965",229855352002681,4,11,5,"Germany",2,2,50,2,90,5,34,1,0,2
"966",229855352005760,4,48,6,"Germany",3,2,40,2,50,6,4822,1,0,1
"967",229855352032472,4,4,4,"Germany",3,2,20,2,5,3,34,1,1,1
"968",229855352035555,3,4,4,"Germany",3,3,NA,3,NA,3,11,1,1,0
"969",229855352039662,3,4,6,"Germany",4,2,80,3,NA,5,11,1,1,-1
"970",229855352053806,2,3489,6,"Germany",3,3,NA,4,10,5,32148922,1,1,-1
"971",229855352055869,4,34,4,"Germany",3,3,NA,3,NA,3,3214,1,1,1
"972",229855352122461,2,3489,6,"Germany",2,2,50,2,50,6,32048922,1,0,0
"973",229855352122474,3,3489,6,"Germany",3,2,90,2,90,4,348,1,2,0
"974",229855352123517,3,34,6,"Germany",3,2,100,2,100,5,3202148,1,1,0
"975",229855352125590,4,34,6,"Germany",3,2,30,2,25,5,202189,1,1,1
"976",229855352125597,3,11,6,"Germany",2,2,10,2,20,6,11,1,0,1
"977",229855352128714,1,48,6,"Germany",2,2,100,2,25,6,204,1,0,-1
"978",229855352128725,4,8,5,"Germany",3,2,30,2,30,6,32021422,1,-1,1
"979",229855352129760,5,3,3,"Germany",6,3,NA,2,10,2,20,1,1,-1
"980",229855352130794,3,49,5,"Germany",3,2,80,2,100,6,2049,1,-1,0
"981",229855352130795,3,3489,6,"Germany",4,2,12,2,12,5,4822,1,1,-1
"982",229937962964147,3,48,5,"Switzerland",2,2,28,2,30,4,489,1,1,1
"983",229937962987732,1,4,4,"Switzerland",4,2,12,2,40,4,4,1,0,-3
"984",229937962990809,3,48,5,"Switzerland",3,2,30,2,10,4,4822,1,1,0
"985",229937963021319,4,11,5,"Switzerland",4,2,40,3,NA,4,6,1,1,0
"986",229937963021321,3,8,4,"Switzerland",4,2,20,2,10,4,348,1,0,-1
"987",229937963024397,3,48,5,"Switzerland",4,3,NA,2,20,5,8,1,0,-1
"988",229937963048994,1,34,4,"Switzerland",1,2,35,3,NA,6,422,1,-2,0
"989",229937963061289,1,69,6,"Switzerland",2,2,20,2,25,6,8922,1,0,-1
"990",229937963083831,4,34,4,"Switzerland",3,2,2,2,2,4,22,1,0,1
"991",229937963133014,3,4810,5,"Switzerland",3,2,15,2,20,6,11,1,-1,0
"992",229937963154540,2,8,2,"Switzerland",2,2,20,2,20,4,810,1,-2,0
"993",229937963200661,1,48,6,"Switzerland",1,2,40,2,20,6,422,1,0,0
"994",229937963207838,4,11,5,"Switzerland",5,2,20,2,20,5,48922,1,0,-1
"995",229937963219114,1,34568,6,"Switzerland",1,2,15,2,6,5,3422,1,1,0
"996",229937963227316,3,348,4,"Switzerland",3,2,30,2,25,5,34822,1,-1,0
"997",229937963228341,3,48,4,"Switzerland",3,2,20,2,20,4,48,1,0,0
"998",229937963245768,1,34,3,"Switzerland",1,2,75,2,75,6,4,1,-3,0
"999",229937963274473,2,348,5,"Switzerland",3,2,20,2,100,5,3482210,1,0,-1
"1000",229937963303953,3,11,5,"Switzerland",4,2,30,2,30,2,48910,1,3,-1
"1001",229937963317277,2,48,5,"Switzerland",1,2,10,2,42,6,4822,1,-1,1
"1002",229937963343935,3,34568,5,"Switzerland",3,2,15,2,10,6,34822,1,-1,0
"1003",229937963347010,1,3456,6,"Switzerland",4,2,2,2,5,6,11,1,0,-3
"1004",229937963356233,3,48,6,"Switzerland",1,2,25,3,NA,6,48922,1,0,2
"1005",229937963365458,2,8910,6,"Switzerland",4,2,4.5,2,3,6,89,1,0,-2
"1006",229937963399296,3,48,4,"Switzerland",3,2,15,2,10,5,4822,1,-1,0
"1007",229937963416732,1,49,6,"Switzerland",1,2,15,3,NA,6,422,1,0,0
"1008",229937963436224,2,34568,5,"Switzerland",3,2,2,2,1,4,22,1,1,-1
"1009",229937963438276,3,8,6,"Switzerland",3,2,25,2,15,6,8,1,0,0
"1010",229937963517143,2,34,1,"Switzerland",2,3,NA,4,10,3,348922,1,-2,0
"1011",229937963518171,3,11,3,"Switzerland",4,2,10,2,12,4,48,1,-1,-1
"1012",229937963521249,2,34,5,"Switzerland",3,2,10,3,NA,4,8,1,1,-1
"1013",229937963524329,4,8,6,"Switzerland",4,2,20,4,10,6,11,1,0,0
"1014",229937963529455,1,49,5,"Switzerland",1,2,100,2,15,5,48,1,0,0
"1015",230295580432440,2,189,6,"Switzerland",3,2,5,2,60,4,4822,1,2,-1
"1016",230296024624230,2,348,4,"Switzerland",3,2,5,2,5,6,48,1,-2,-1
"1017",230296024693951,1,4,6,"Switzerland",2,2,10,2,3,6,4,1,0,-1
"1018",230296024724709,3,46,5,"Switzerland",2,2,12,2,12,5,4822,1,0,1
"1019",230296024728812,3,8,5,"Switzerland",2,3,NA,4,20,6,8922,1,-1,1
"1020",230296025033849,4,11,2,"Switzerland",3,2,12,2,10,4,8,1,-2,1
"1021",230296025094160,3,4,5,"Switzerland",3,2,2,2,2,6,4,1,-1,0
"1022",230296025238534,3,89,2,"Switzerland",3,2,2,2,5,3,892210,1,-1,0
"1023",230296025317508,2,348,3,"Switzerland",3,2,100,2,100,5,4,1,-2,-1
"1024",230296025318536,3,48,5,"Switzerland",3,2,5,2,20,4,4822,1,1,0
"1025",230296025322640,3,34,4,"Switzerland",3,2,20,2,50,3,134,1,1,0
"1026",230296025463038,3,3456,5,"Switzerland",3,2,35,2,100,4,48,1,1,0
"1027",230469411949637,3,11,3,"Switzerland",3,2,45,2,10,5,11,1,-2,0
"1028",230469411950672,4,48,4,"Switzerland",5,2,5,2,10,5,48,1,-1,-1
"1029",230469411954784,4,348,3,"Switzerland",3,3,NA,4,4,3,34822,1,0,1
"1030",230469411956853,3,34568,4,"Switzerland",3,2,10,2,30,2,11,1,2,0
"1031",230469411957892,3,489,5,"Switzerland",3,2,10,4,20,5,4822,1,0,0
"1032",230469411958921,3,48,5,"Switzerland",3,2,10,2,20,4,4822,1,1,0
"1033",230469411960980,2,8,5,"Switzerland",4,2,20,2,40,5,8,1,0,-2
"1034",230469411962007,4,34,3,"Switzerland",4,2,35,2,25,3,348,1,0,0
"1035",230469411964067,1,489,6,"Switzerland",2,2,15,2,10,5,348922,1,1,-1
"1036",230469411967151,3,4,4,"Switzerland",3,2,6,2,5,4,4,1,0,0
"1037",230469411984631,2,48,5,"Switzerland",2,2,100,2,15,6,4,1,-1,0
"1038",230469411989522,3,48,5,"Switzerland",3,3,NA,3,NA,3,8,1,2,0
"1039",230469412011106,4,489,4,"Switzerland",4,3,NA,3,NA,3,11,1,1,0
"1040",230469412018328,6,11,6,"Switzerland",4,3,NA,3,NA,3,11,1,3,2
